_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargesCount,DischargesCountQF,DischargesRates,DischargesRatesQF,PatientsCount,PatientsCountQF,PatientsRates,PatientsRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
7062,2017/18,S08000025, ,SMR04, ,F10 - F19,,:,,:,,:,,:,,:,,:
7063,2017/18,S08000025, ,Total,d,F30 - F39,5, ,22.73, ,5, ,22.73, ,,:,,:
7064,2017/18,S08000025, ,SMR01, ,F30 - F39,5, ,22.73, ,5, ,22.73, ,,:,,:
7065,2017/18,S08000025, ,SMR04, ,F30 - F39,,:,,:,,:,,:,,:,,:
7066,2017/18,S08000025, ,Total,d,F40 - F49,0, ,0, ,0, ,0, ,,:,,:
7067,2017/18,S08000025, ,SMR01, ,F40 - F49,0, ,0, ,0, ,0, ,,:,,:
7068,2017/18,S08000025, ,SMR04, ,F40 - F49,,:,,:,,:,,:,,:,,:
7069,2017/18,S08000025, ,Total,d,F00 - F09 or Chapter G and second position F00,10, ,45.45, ,5, ,22.73, ,,:,,:
7070,2017/18,S08000025, ,SMR01, ,F00 - F09 or Chapter G and second position F00,10, ,45.45, ,5, ,22.73, ,,:,,:
7071,2017/18,S08000025, ,SMR04, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
7072,2017/18,S08000025, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
7073,2017/18,S08000025, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
7074,2017/18,S08000025, ,SMR04, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
7075,2017/18,S08000025, ,Total,d,F20 - F29,15, ,68.18, ,10, ,45.45, ,,:,,:
7076,2017/18,S08000025, ,SMR01, ,F20 - F29,15, ,68.18, ,10, ,45.45, ,,:,,:
7077,2017/18,S08000025, ,SMR04, ,F20 - F29,,:,,:,,:,,:,,:,,:
7078,2017/18,S08000026, ,Total,d,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7079,2017/18,S08000026, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7080,2017/18,S08000026, ,SMR04, ,F60 - F69,,:,,:,,:,,:,,:,,:
7081,2017/18,S08000026, ,Total,d,F10 - F19,40, ,173.31, ,30, ,129.98, ,,:,,:
7082,2017/18,S08000026, ,SMR01, ,F10 - F19,40, ,173.31, ,30, ,129.98, ,,:,,:
7083,2017/18,S08000026, ,SMR04, ,F10 - F19,,:,,:,,:,,:,,:,,:
7084,2017/18,S08000026, ,Total,d,F30 - F39,15, ,64.99, ,10, ,43.33, ,,:,,:
7085,2017/18,S08000026, ,SMR01, ,F30 - F39,15, ,64.99, ,10, ,43.33, ,,:,,:
7086,2017/18,S08000026, ,SMR04, ,F30 - F39,,:,,:,,:,,:,,:,,:
7087,2017/18,S08000026, ,Total,d,F40 - F49,10, ,43.33, ,10, ,43.33, ,,:,,:
7088,2017/18,S08000026, ,SMR01, ,F40 - F49,10, ,43.33, ,10, ,43.33, ,,:,,:
7089,2017/18,S08000026, ,SMR04, ,F40 - F49,,:,,:,,:,,:,,:,,:
7090,2017/18,S08000026, ,Total,d,F00 - F09 or Chapter G and second position F00,10, ,43.33, ,10, ,43.33, ,,:,,:
7091,2017/18,S08000026, ,SMR01, ,F00 - F09 or Chapter G and second position F00,10, ,43.33, ,10, ,43.33, ,,:,,:
7092,2017/18,S08000026, ,SMR04, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
7093,2017/18,S08000026, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
7094,2017/18,S08000026, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
7095,2017/18,S08000026, ,SMR04, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
7096,2017/18,S08000026, ,Total,d,F20 - F29,10, ,43.33, ,10, ,43.33, ,,:,,:
7097,2017/18,S08000026, ,SMR01, ,F20 - F29,10, ,43.33, ,10, ,43.33, ,,:,,:
7098,2017/18,S08000026, ,SMR04, ,F20 - F29,,:,,:,,:,,:,,:,,:
7099,2017/18,S08000030, ,Total,d,F60 - F69,145, ,34.85, ,95, ,22.83, ,10, ,2.4, 
7100,2017/18,S08000030, ,SMR01, ,F60 - F69,5, ,1.2, ,0, ,0, ,,:,,:
7101,2017/18,S08000030, ,SMR04, ,F60 - F69,140, ,33.65, ,95, ,22.83, ,10, ,2.4, 
7102,2017/18,S08000030, ,Total,d,F10 - F19,1015, ,243.94, ,660, ,158.62, ,15, ,3.6, 
7103,2017/18,S08000030, ,SMR01, ,F10 - F19,595, ,143, ,350, ,84.12, ,,:,,:
7104,2017/18,S08000030, ,SMR04, ,F10 - F19,420, ,100.94, ,365, ,87.72, ,15, ,3.6, 
7105,2017/18,S08000030, ,Total,d,F30 - F39,470, ,112.96, ,340, ,81.71, ,45, ,10.81, 
7106,2017/18,S08000030, ,SMR01, ,F30 - F39,40, ,9.61, ,30, ,7.21, ,,:,,:
7107,2017/18,S08000030, ,SMR04, ,F30 - F39,430, ,103.34, ,320, ,76.91, ,45, ,10.81, 
7108,2017/18,S08000030, ,Total,d,F40 - F49,190, ,45.66, ,150, ,36.05, ,10, ,2.4, 
7109,2017/18,S08000030, ,SMR01, ,F40 - F49,70, ,16.82, ,50, ,12.02, ,,:,,:
7110,2017/18,S08000030, ,SMR04, ,F40 - F49,120, ,28.84, ,100, ,24.03, ,10, ,2.4, 
7111,2017/18,S08000030, ,Total,d,F00 - F09 or Chapter G and second position F00,1050, ,252.35, ,600, ,144.2, ,60, ,14.42, 
7112,2017/18,S08000030, ,SMR01, ,F00 - F09 or Chapter G and second position F00,805, ,193.47, ,415, ,99.74, ,,:,,:
7113,2017/18,S08000030, ,SMR04, ,F00 - F09 or Chapter G and second position F00,245, ,58.88, ,200, ,48.07, ,60, ,14.42, 
7114,2017/18,S08000030, ,Total,d,"F50 - F59, F70 - F99",65, ,15.62, ,50, ,12.02, ,5, ,1.2, 
7115,2017/18,S08000030, ,SMR01, ,"F50 - F59, F70 - F99",40, ,9.61, ,30, ,7.21, ,,:,,:
7116,2017/18,S08000030, ,SMR04, ,"F50 - F59, F70 - F99",25, ,6.01, ,25, ,6.01, ,5, ,1.2, 
7117,2017/18,S08000030, ,Total,d,F20 - F29,340, ,81.71, ,240, ,57.68, ,90, ,21.63, 
7118,2017/18,S08000030, ,SMR01, ,F20 - F29,10, ,2.4, ,5, ,1.2, ,,:,,:
7119,2017/18,S08000030, ,SMR04, ,F20 - F29,330, ,79.31, ,235, ,56.48, ,90, ,21.63, 
7120,2017/18,S08000028, ,Total,d,F60 - F69,5, ,18.55, ,0, ,0, ,0, ,0, 
7121,2017/18,S08000028, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7122,2017/18,S08000028, ,SMR04, ,F60 - F69,0, ,0, ,0, ,0, ,0, ,0, 
7123,2017/18,S08000028, ,Total,d,F10 - F19,80, ,296.85, ,50, ,185.53, ,0, ,0, 
7124,2017/18,S08000028, ,SMR01, ,F10 - F19,75, ,278.29, ,50, ,185.53, ,,:,,:
7125,2017/18,S08000028, ,SMR04, ,F10 - F19,0, ,0, ,0, ,0, ,0, ,0, 
7126,2017/18,S08000028, ,Total,d,F30 - F39,30, ,111.32, ,25, ,92.76, ,5, ,18.55, 
7127,2017/18,S08000028, ,SMR01, ,F30 - F39,15, ,55.66, ,10, ,37.11, ,,:,,:
7128,2017/18,S08000028, ,SMR04, ,F30 - F39,20, ,74.21, ,15, ,55.66, ,5, ,18.55, 
7129,2017/18,S08000028, ,Total,d,F40 - F49,15, ,55.66, ,10, ,37.11, ,0, ,0, 
7130,2017/18,S08000028, ,SMR01, ,F40 - F49,15, ,55.66, ,5, ,18.55, ,,:,,:
7131,2017/18,S08000028, ,SMR04, ,F40 - F49,0, ,0, ,0, ,0, ,0, ,0, 
7132,2017/18,S08000028, ,Total,d,F00 - F09 or Chapter G and second position F00,50, ,185.53, ,30, ,111.32, ,5, ,18.55, 
7133,2017/18,S08000028, ,SMR01, ,F00 - F09 or Chapter G and second position F00,40, ,148.42, ,20, ,74.21, ,,:,,:
7134,2017/18,S08000028, ,SMR04, ,F00 - F09 or Chapter G and second position F00,10, ,37.11, ,10, ,37.11, ,5, ,18.55, 
7135,2017/18,S08000028, ,Total,d,"F50 - F59, F70 - F99",5, ,18.55, ,5, ,18.55, ,0, ,0, 
7136,2017/18,S08000028, ,SMR01, ,"F50 - F59, F70 - F99",5, ,18.55, ,5, ,18.55, ,,:,,:
7137,2017/18,S08000028, ,SMR04, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
7138,2017/18,S08000028, ,Total,d,F20 - F29,10, ,37.11, ,5, ,18.55, ,5, ,18.55, 
7139,2017/18,S08000028, ,SMR01, ,F20 - F29,5, ,18.55, ,0, ,0, ,,:,,:
7140,2017/18,S08000028, ,SMR04, ,F20 - F29,5, ,18.55, ,5, ,18.55, ,5, ,18.55, 
7141,2017/18,SB0802, ,Total,d,F60 - F69,10, ,,:,10, ,,:,10, ,,:
7142,2017/18,SB0802, ,SMR01, ,F60 - F69,,:,,:,,:,,:,,:,,:
7143,2017/18,SB0802, ,SMR04, ,F60 - F69,10, ,,:,10, ,,:,10, ,,:
7144,2017/18,SB0802, ,Total,d,F10 - F19,0, ,,:,0, ,,:,0, ,,:
7145,2017/18,SB0802, ,SMR01, ,F10 - F19,,:,,:,,:,,:,,:,,:
7146,2017/18,SB0802, ,SMR04, ,F10 - F19,0, ,,:,0, ,,:,0, ,,:
7147,2017/18,SB0802, ,Total,d,F30 - F39,5, ,,:,5, ,,:,5, ,,:
7148,2017/18,SB0802, ,SMR01, ,F30 - F39,,:,,:,,:,,:,,:,,:
7149,2017/18,SB0802, ,SMR04, ,F30 - F39,5, ,,:,5, ,,:,5, ,,:
7150,2017/18,SB0802, ,Total,d,F40 - F49,0, ,,:,0, ,,:,0, ,,:
7151,2017/18,SB0802, ,SMR01, ,F40 - F49,,:,,:,,:,,:,,:,,:
7152,2017/18,SB0802, ,SMR04, ,F40 - F49,0, ,,:,0, ,,:,0, ,,:
7153,2017/18,SB0802, ,Total,d,F00 - F09 or Chapter G and second position F00,0, ,,:,0, ,,:,0, ,,:
7154,2017/18,SB0802, ,SMR01, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
7155,2017/18,SB0802, ,SMR04, ,F00 - F09 or Chapter G and second position F00,0, ,,:,0, ,,:,0, ,,:
7156,2017/18,SB0802, ,Total,d,"F50 - F59, F70 - F99",25, ,,:,10, ,,:,10, ,,:
7157,2017/18,SB0802, ,SMR01, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
7158,2017/18,SB0802, ,SMR04, ,"F50 - F59, F70 - F99",25, ,,:,10, ,,:,10, ,,:
7159,2017/18,SB0802, ,Total,d,F20 - F29,80, ,,:,55, ,,:,75, ,,:
7160,2017/18,SB0802, ,SMR01, ,F20 - F29,,:,,:,,:,,:,,:,,:
7161,2017/18,SB0802, ,SMR04, ,F20 - F29,80, ,,:,55, ,,:,75, ,,:
7162,2018/19,S08000015, ,Total,d,F60 - F69,95, ,25.7, ,70, ,18.94, ,10, ,2.71, 
7163,2018/19,S08000015, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7164,2018/19,S08000015, ,SMR04, ,F60 - F69,95, ,25.7, ,65, ,17.58, ,10, ,2.71, 
7165,2018/19,S08000015, ,Total,d,F10 - F19,1275, ,344.9, ,680, ,183.95, ,15, ,4.06, 
7166,2018/19,S08000015, ,SMR01, ,F10 - F19,950, ,256.99, ,445, ,120.38, ,,:,,:
7167,2018/19,S08000015, ,SMR04, ,F10 - F19,325, ,87.92, ,275, ,74.39, ,15, ,4.06, 
7168,2018/19,S08000015, ,Total,d,F30 - F39,245, ,66.28, ,185, ,50.04, ,20, ,5.41, 
7169,2018/19,S08000015, ,SMR01, ,F30 - F39,20, ,5.41, ,15, ,4.06, ,,:,,:
7170,2018/19,S08000015, ,SMR04, ,F30 - F39,225, ,60.87, ,170, ,45.99, ,20, ,5.41, 
7171,2018/19,S08000015, ,Total,d,F40 - F49,230, ,62.22, ,195, ,52.75, ,10, ,2.71, 
7172,2018/19,S08000015, ,SMR01, ,F40 - F49,125, ,33.81, ,105, ,28.4, ,,:,,:
7173,2018/19,S08000015, ,SMR04, ,F40 - F49,105, ,28.4, ,95, ,25.7, ,10, ,2.71, 
7174,2018/19,S08000015, ,Total,d,F00 - F09 or Chapter G and second position F00,520, ,140.67, ,330, ,89.27, ,55, ,14.88, 
7175,2018/19,S08000015, ,SMR01, ,F00 - F09 or Chapter G and second position F00,400, ,108.2, ,225, ,60.87, ,,:,,:
7176,2018/19,S08000015, ,SMR04, ,F00 - F09 or Chapter G and second position F00,120, ,32.46, ,110, ,29.76, ,55, ,14.88, 
7177,2018/19,S08000015, ,Total,d,"F50 - F59, F70 - F99",30, ,8.12, ,25, ,6.76, ,5, ,1.35, 
7178,2018/19,S08000015, ,SMR01, ,"F50 - F59, F70 - F99",15, ,4.06, ,10, ,2.71, ,,:,,:
7179,2018/19,S08000015, ,SMR04, ,"F50 - F59, F70 - F99",15, ,4.06, ,15, ,4.06, ,5, ,1.35, 
7180,2018/19,S08000015, ,Total,d,F20 - F29,265, ,71.69, ,175, ,47.34, ,60, ,16.23, 
7181,2018/19,S08000015, ,SMR01, ,F20 - F29,20, ,5.41, ,15, ,4.06, ,,:,,:
7182,2018/19,S08000015, ,SMR04, ,F20 - F29,245, ,66.28, ,170, ,45.99, ,60, ,16.23, 
7183,2018/19,S08000016, ,Total,d,F60 - F69,50, ,43.38, ,35, ,30.36, ,5, ,4.34, 
7184,2018/19,S08000016, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7185,2018/19,S08000016, ,SMR04, ,F60 - F69,50, ,43.38, ,35, ,30.36, ,5, ,4.34, 
7186,2018/19,S08000016, ,Total,d,F10 - F19,205, ,177.84, ,110, ,95.43, ,5, ,4.34, 
7187,2018/19,S08000016, ,SMR01, ,F10 - F19,160, ,138.8, ,80, ,69.4, ,,:,,:
7188,2018/19,S08000016, ,SMR04, ,F10 - F19,45, ,39.04, ,40, ,34.7, ,5, ,4.34, 
7189,2018/19,S08000016, ,Total,d,F30 - F39,85, ,73.74, ,65, ,56.39, ,5, ,4.34, 
7190,2018/19,S08000016, ,SMR01, ,F30 - F39,0, ,0, ,0, ,0, ,,:,,:
7191,2018/19,S08000016, ,SMR04, ,F30 - F39,80, ,69.4, ,65, ,56.39, ,5, ,4.34, 
7192,2018/19,S08000016, ,Total,d,F40 - F49,55, ,47.71, ,45, ,39.04, ,5, ,4.34, 
7193,2018/19,S08000016, ,SMR01, ,F40 - F49,10, ,8.68, ,10, ,8.68, ,,:,,:
7194,2018/19,S08000016, ,SMR04, ,F40 - F49,45, ,39.04, ,35, ,30.36, ,5, ,4.34, 
7195,2018/19,S08000016, ,Total,d,F00 - F09 or Chapter G and second position F00,295, ,255.92, ,130, ,112.78, ,15, ,13.01, 
7196,2018/19,S08000016, ,SMR01, ,F00 - F09 or Chapter G and second position F00,250, ,216.88, ,100, ,86.75, ,,:,,:
7197,2018/19,S08000016, ,SMR04, ,F00 - F09 or Chapter G and second position F00,45, ,39.04, ,30, ,26.03, ,15, ,13.01, 
7198,2018/19,S08000016, ,Total,d,"F50 - F59, F70 - F99",25, ,21.69, ,20, ,17.35, ,0, ,0, 
7199,2018/19,S08000016, ,SMR01, ,"F50 - F59, F70 - F99",20, ,17.35, ,10, ,8.68, ,,:,,:
7200,2018/19,S08000016, ,SMR04, ,"F50 - F59, F70 - F99",10, ,8.68, ,5, ,4.34, ,0, ,0, 
7201,2018/19,S08000016, ,Total,d,F20 - F29,110, ,95.43, ,60, ,52.05, ,15, ,13.01, 
7202,2018/19,S08000016, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, ,,:,,:
7203,2018/19,S08000016, ,SMR04, ,F20 - F29,110, ,95.43, ,60, ,52.05, ,15, ,13.01, 
7204,2018/19,S08000017, ,Total,d,F60 - F69,145, ,97.45, ,55, ,36.96, ,5, ,3.36, 
7205,2018/19,S08000017, ,SMR01, ,F60 - F69,20, ,13.44, ,5, ,3.36, ,,:,,:
7206,2018/19,S08000017, ,SMR04, ,F60 - F69,125, ,84.01, ,55, ,36.96, ,5, ,3.36, 
7207,2018/19,S08000017, ,Total,d,F10 - F19,305, ,204.99, ,160, ,107.53, ,0, ,0, 
7208,2018/19,S08000017, ,SMR01, ,F10 - F19,225, ,151.22, ,115, ,77.29, ,,:,,:
7209,2018/19,S08000017, ,SMR04, ,F10 - F19,75, ,50.41, ,50, ,33.6, ,0, ,0, 
7210,2018/19,S08000017, ,Total,d,F30 - F39,620, ,416.69, ,100, ,67.21, ,15, ,10.08, 
7211,2018/19,S08000017, ,SMR01, ,F30 - F39,215, ,144.5, ,25, ,16.8, ,,:,,:
7212,2018/19,S08000017, ,SMR04, ,F30 - F39,405, ,272.2, ,90, ,60.49, ,15, ,10.08, 
7213,2018/19,S08000017, ,Total,d,F40 - F49,65, ,43.69, ,55, ,36.96, ,0, ,0, 
7214,2018/19,S08000017, ,SMR01, ,F40 - F49,15, ,10.08, ,15, ,10.08, ,,:,,:
7215,2018/19,S08000017, ,SMR04, ,F40 - F49,50, ,33.6, ,40, ,26.88, ,0, ,0, 
7216,2018/19,S08000017, ,Total,d,F00 - F09 or Chapter G and second position F00,270, ,181.46, ,150, ,100.81, ,15, ,10.08, 
7217,2018/19,S08000017, ,SMR01, ,F00 - F09 or Chapter G and second position F00,145, ,97.45, ,85, ,57.13, ,,:,,:
7218,2018/19,S08000017, ,SMR04, ,F00 - F09 or Chapter G and second position F00,120, ,80.65, ,75, ,50.41, ,15, ,10.08, 
7219,2018/19,S08000017, ,Total,d,"F50 - F59, F70 - F99",55, ,36.96, ,15, ,10.08, ,0, ,0, 
7220,2018/19,S08000017, ,SMR01, ,"F50 - F59, F70 - F99",30, ,20.16, ,10, ,6.72, ,,:,,:
7221,2018/19,S08000017, ,SMR04, ,"F50 - F59, F70 - F99",25, ,16.8, ,5, ,3.36, ,0, ,0, 
7222,2018/19,S08000017, ,Total,d,F20 - F29,230, ,154.58, ,80, ,53.77, ,25, ,16.8, 
7223,2018/19,S08000017, ,SMR01, ,F20 - F29,35, ,23.52, ,5, ,3.36, ,,:,,:
7224,2018/19,S08000017, ,SMR04, ,F20 - F29,195, ,131.06, ,80, ,53.77, ,25, ,16.8, 
7225,2018/19,S08000029, ,Total,d,F60 - F69,245, ,65.88, ,115, ,30.92, ,10, ,2.69, 
7226,2018/19,S08000029, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7227,2018/19,S08000029, ,SMR04, ,F60 - F69,245, ,65.88, ,115, ,30.92, ,10, ,2.69, 
7228,2018/19,S08000029, ,Total,d,F10 - F19,755, ,203.01, ,430, ,115.62, ,10, ,2.69, 
7229,2018/19,S08000029, ,SMR01, ,F10 - F19,645, ,173.43, ,360, ,96.8, ,,:,,:
7230,2018/19,S08000029, ,SMR04, ,F10 - F19,115, ,30.92, ,85, ,22.85, ,10, ,2.69, 
7231,2018/19,S08000029, ,Total,d,F30 - F39,420, ,112.93, ,245, ,65.88, ,40, ,10.76, 
7232,2018/19,S08000029, ,SMR01, ,F30 - F39,25, ,6.72, ,20, ,5.38, ,,:,,:
7233,2018/19,S08000029, ,SMR04, ,F30 - F39,395, ,106.21, ,230, ,61.84, ,40, ,10.76, 
7234,2018/19,S08000029, ,Total,d,F40 - F49,185, ,49.74, ,150, ,40.33, ,0, ,0, 
7235,2018/19,S08000029, ,SMR01, ,F40 - F49,85, ,22.85, ,65, ,17.48, ,,:,,:
7236,2018/19,S08000029, ,SMR04, ,F40 - F49,100, ,26.89, ,85, ,22.85, ,0, ,0, 
7237,2018/19,S08000029, ,Total,d,F00 - F09 or Chapter G and second position F00,1525, ,410.05, ,735, ,197.63, ,55, ,14.79, 
7238,2018/19,S08000029, ,SMR01, ,F00 - F09 or Chapter G and second position F00,1275, ,342.82, ,610, ,164.02, ,,:,,:
7239,2018/19,S08000029, ,SMR04, ,F00 - F09 or Chapter G and second position F00,250, ,67.22, ,150, ,40.33, ,55, ,14.79, 
7240,2018/19,S08000029, ,Total,d,"F50 - F59, F70 - F99",35, ,9.41, ,30, ,8.07, ,0, ,0, 
7241,2018/19,S08000029, ,SMR01, ,"F50 - F59, F70 - F99",20, ,5.38, ,15, ,4.03, ,,:,,:
7242,2018/19,S08000029, ,SMR04, ,"F50 - F59, F70 - F99",20, ,5.38, ,15, ,4.03, ,0, ,0, 
7243,2018/19,S08000029, ,Total,d,F20 - F29,400, ,107.55, ,240, ,64.53, ,85, ,22.85, 
7244,2018/19,S08000029, ,SMR01, ,F20 - F29,15, ,4.03, ,15, ,4.03, ,,:,,:
7245,2018/19,S08000029, ,SMR04, ,F20 - F29,385, ,103.52, ,230, ,61.84, ,85, ,22.85, 
7246,2018/19,S08000019, ,Total,d,F60 - F69,165, ,53.91, ,75, ,24.5, ,10, ,3.27, 
7247,2018/19,S08000019, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
7248,2018/19,S08000019, ,SMR04, ,F60 - F69,165, ,53.91, ,75, ,24.5, ,10, ,3.27, 
7249,2018/19,S08000019, ,Total,d,F10 - F19,715, ,233.61, ,420, ,137.22, ,10, ,3.27, 
7250,2018/19,S08000019, ,SMR01, ,F10 - F19,510, ,166.63, ,280, ,91.48, ,,:,,:
7251,2018/19,S08000019, ,SMR04, ,F10 - F19,200, ,65.34, ,160, ,52.28, ,10, ,3.27, 
7252,2018/19,S08000019, ,Total,d,F30 - F39,225, ,73.51, ,170, ,55.54, ,10, ,3.27, 
7253,2018/19,S08000019, ,SMR01, ,F30 - F39,20, ,6.53, ,10, ,3.27, ,,:,,:
7254,2018/19,S08000019, ,SMR04, ,F30 - F39,205, ,66.98, ,160, ,52.28, ,10, ,3.27, 
7255,2018/19,S08000019, ,Total,d,F40 - F49,130, ,42.47, ,110, ,35.94, ,0, ,0, 
7256,2018/19,S08000019, ,SMR01, ,F40 - F49,40, ,13.07, ,30, ,9.8, ,,:,,:
7257,2018/19,S08000019, ,SMR04, ,F40 - F49,90, ,29.41, ,80, ,26.14, ,0, ,0, 
7258,2018/19,S08000019, ,Total,d,F00 - F09 or Chapter G and second position F00,485, ,158.46, ,315, ,102.92, ,40, ,13.07, 
7259,2018/19,S08000019, ,SMR01, ,F00 - F09 or Chapter G and second position F00,290, ,94.75, ,175, ,57.18, ,,:,,:
7260,2018/19,S08000019, ,SMR04, ,F00 - F09 or Chapter G and second position F00,195, ,63.71, ,150, ,49.01, ,40, ,13.07, 
7261,2018/19,S08000019, ,Total,d,"F50 - F59, F70 - F99",35, ,11.44, ,30, ,9.8, ,0, ,0, 
7262,2018/19,S08000019, ,SMR01, ,"F50 - F59, F70 - F99",15, ,4.9, ,10, ,3.27, ,,:,,:
7263,2018/19,S08000019, ,SMR04, ,"F50 - F59, F70 - F99",20, ,6.53, ,15, ,4.9, ,0, ,0, 
7264,2018/19,S08000019, ,Total,d,F20 - F29,310, ,101.28, ,190, ,62.08, ,55, ,17.97, 
7265,2018/19,S08000019, ,SMR01, ,F20 - F29,10, ,3.27, ,5, ,1.63, ,,:,,:
7266,2018/19,S08000019, ,SMR04, ,F20 - F29,300, ,98.02, ,185, ,60.44, ,55, ,17.97, 
7267,2018/19,S08000020, ,Total,d,F60 - F69,235, ,40.2, ,145, ,24.81, ,15, ,2.57, 
7268,2018/19,S08000020, ,SMR01, ,F60 - F69,5, ,0.86, ,5, ,0.86, ,,:,,:
7269,2018/19,S08000020, ,SMR04, ,F60 - F69,230, ,39.35, ,145, ,24.81, ,15, ,2.57, 
7270,2018/19,S08000020, ,Total,d,F10 - F19,780, ,133.44, ,525, ,89.81, ,10, ,1.71, 
7271,2018/19,S08000020, ,SMR01, ,F10 - F19,655, ,112.05, ,440, ,75.27, ,,:,,:
7272,2018/19,S08000020, ,SMR04, ,F10 - F19,120, ,20.53, ,105, ,17.96, ,10, ,1.71, 
7273,2018/19,S08000020, ,Total,d,F30 - F39,485, ,82.97, ,360, ,61.59, ,55, ,9.41, 
7274,2018/19,S08000020, ,SMR01, ,F30 - F39,15, ,2.57, ,10, ,1.71, ,,:,,:
7275,2018/19,S08000020, ,SMR04, ,F30 - F39,470, ,80.4, ,350, ,59.88, ,55, ,9.41, 
7276,2018/19,S08000020, ,Total,d,F40 - F49,195, ,33.36, ,175, ,29.94, ,10, ,1.71, 
7277,2018/19,S08000020, ,SMR01, ,F40 - F49,70, ,11.98, ,60, ,10.26, ,,:,,:
7278,2018/19,S08000020, ,SMR04, ,F40 - F49,120, ,20.53, ,115, ,19.67, ,10, ,1.71, 
7279,2018/19,S08000020, ,Total,d,F00 - F09 or Chapter G and second position F00,875, ,149.69, ,565, ,96.66, ,60, ,10.26, 
7280,2018/19,S08000020, ,SMR01, ,F00 - F09 or Chapter G and second position F00,650, ,111.2, ,395, ,67.57, ,,:,,:
7281,2018/19,S08000020, ,SMR04, ,F00 - F09 or Chapter G and second position F00,225, ,38.49, ,195, ,33.36, ,60, ,10.26, 
7282,2018/19,S08000020, ,Total,d,"F50 - F59, F70 - F99",100, ,17.11, ,70, ,11.98, ,10, ,1.71, 
7283,2018/19,S08000020, ,SMR01, ,"F50 - F59, F70 - F99",40, ,6.84, ,30, ,5.13, ,,:,,:
7284,2018/19,S08000020, ,SMR04, ,"F50 - F59, F70 - F99",55, ,9.41, ,45, ,7.7, ,10, ,1.71, 
7285,2018/19,S08000020, ,Total,d,F20 - F29,520, ,88.96, ,325, ,55.6, ,100, ,17.11, 
7286,2018/19,S08000020, ,SMR01, ,F20 - F29,10, ,1.71, ,5, ,0.86, ,,:,,:
7287,2018/19,S08000020, ,SMR04, ,F20 - F29,510, ,87.25, ,320, ,54.74, ,100, ,17.11, 
7288,2018/19,S08000031, ,Total,d,F60 - F69,665, ,56.6, ,340, ,28.94, ,45, ,3.83, 
7289,2018/19,S08000031, ,SMR01, ,F60 - F69,15, ,1.28, ,15, ,1.28, ,,:,,:
7290,2018/19,S08000031, ,SMR04, ,F60 - F69,650, ,55.32, ,330, ,28.09, ,45, ,3.83, 
7291,2018/19,S08000031, ,Total,d,F10 - F19,6860, ,583.84, ,3005, ,255.75, ,60, ,5.11, 
7292,2018/19,S08000031, ,SMR01, ,F10 - F19,5780, ,491.92, ,2285, ,194.47, ,,:,,:
7293,2018/19,S08000031, ,SMR04, ,F10 - F19,1085, ,92.34, ,880, ,74.89, ,60, ,5.11, 
7294,2018/19,S08000031, ,Total,d,F30 - F39,1430, ,121.7, ,975, ,82.98, ,145, ,12.34, 
7295,2018/19,S08000031, ,SMR01, ,F30 - F39,110, ,9.36, ,50, ,4.26, ,,:,,:
7296,2018/19,S08000031, ,SMR04, ,F30 - F39,1320, ,112.34, ,935, ,79.58, ,145, ,12.34, 
7297,2018/19,S08000031, ,Total,d,F40 - F49,635, ,54.04, ,455, ,38.72, ,30, ,2.55, 
7298,2018/19,S08000031, ,SMR01, ,F40 - F49,265, ,22.55, ,165, ,14.04, ,,:,,:
7299,2018/19,S08000031, ,SMR04, ,F40 - F49,375, ,31.92, ,290, ,24.68, ,30, ,2.55, 
7300,2018/19,S08000031, ,Total,d,F00 - F09 or Chapter G and second position F00,3185, ,271.07, ,1305, ,111.07, ,165, ,14.04, 
